id,courses,colleges
1282,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Basohli
1283,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Batote
1284,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Bhaderwah
1285,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Billawar
1286,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Bishnah
1287,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Budhal
1288,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Chenani
1289,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Darhal
1290,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Doda
1291,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Doongi
1292,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Dudu Basantgarh
1293,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College for Women Kathua
1294,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Ghagwal
1295,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Hiranagar
1296,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Jindrah
1297,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Jourian
1298,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Kakryal Katra
1299,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Kalakote
1300,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Kastigarh
1301,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Kathua
1302,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Khour
1303,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Kishtwar
1304,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Mahanpur
1305,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Majalta
1306,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Marh
1307,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Marheen
1308,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Mendhar
1309,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Nagrota
1310,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Neeli Nallah Udhampur
1311,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Nowshera
1312,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Paloura
1313,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Peeri Kotranka
1314,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Purmandal
1315,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College R S Pura
1316,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Ramgarh
1317,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Ramkote
1318,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Ramnagar
1319,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Sainik Colony Kunjwani
1320,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Sarh Bagga Mahore
1321,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Sidhra
1322,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Sunderbani
1323,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Surankote
1324,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Udhampur
1325,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Ukhral
1326,Bachelor of Social and Behavioral Science With Major in Education,Government Degree College Vijaypur
1327,Bachelor of Social and Behavioral Science With Major in Education,Government General Zorawar Singh Memorial Degree College Reasi.
1328,Bachelor of Social and Behavioral Science With Major in Education,Government PG College Rajouri
1329,Bachelor of Social and Behavioral Science With Major in Education,Govt Degree College Padder
1330,Bachelor of Social and Behavioral Science With Major in Education,Govt. Degree College Gool
1331,Bachelor of Social and Behavioral Science With Major in Education,Pt Premnath Dogra GDC Samba
1332,Bachelor of Social and Behavioral Science With Major in Education,Shri Kishan Chander Government Degree College Poonch
1333,Bachelor of Social and Behavioural Science With Major in History,Government College for Women Udhampur
1334,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Akhnoor
1335,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Bani
1336,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Banihal
1337,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Bishnah
1338,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Budhal
1339,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Chatroo
1340,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Doda
1341,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Kakryal Katra
1342,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Kathua
1343,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Kilhotran
1344,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Kishtwar
1345,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Paloura
1346,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Peeri Kotranka
1347,Bachelor of Social and Behavioural Science With Major in History,Government Degree College R S Pura
1348,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Ramgarh
1349,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Sunderbani
1350,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Surankote
1351,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Udhampur
1352,Bachelor of Social and Behavioural Science With Major in History,Government Degree College Vijaypur
1353,Bachelor of Social and Behavioural Science With Major in History,Government General Zorawar Singh Memorial Degree College Reasi.
1354,Bachelor of Social and Behavioural Science With Major in History,Government PG College Rajouri
1355,Bachelor of Social and Behavioural Science With Major in History,Pt Premnath Dogra GDC Samba
1356,Bachelor of Social and Behavioural Science With Major in History,Shri Kishan Chander Government Degree College Poonch
1357,Bachelor of Social and Behavioural Science With Major in Islamic Studies,Government Degree College Thanamandi
1358,Bachelor of Social and Behavioural Science With Major in Library Science,Government Degree College Akhnoor
1359,Bachelor of Social and Behavioural Science With Major in Philosophy,Government College for Women Udhampur
1360,Bachelor of Social and Behavioural Science With Major in Philosophy,Government Degree College Akhnoor
1361,Bachelor of Social and Behavioural Science With Major in Philosophy,Government Degree College Udhampur
1362,Bachelor of Social and Behavioural Science With Major in Philosophy,Government PG College Rajouri
1363,Bachelor of Social and Behavioural Science With Major in Physical Education,Government Degree College Akhnoor
1364,Bachelor of Social and Behavioural Science With Major in Physical Education,Government Degree College Billawar
1365,Bachelor of Social and Behavioural Science With Major in Physical Education,Government Degree College Kathua
1366,Bachelor of Social and Behavioural Science With Major in Physical Education,Government Degree College Khour
1367,Bachelor of Social and Behavioural Science With Major in Physical Education,Government Degree College Mendhar
1368,Bachelor of Social and Behavioural Science With Major in Physical Education,Government Degree College Nowshera
1369,Bachelor of Social and Behavioural Science With Major in Physical Education,Government Degree College Surankote
1370,Bachelor of Social and Behavioural Science With Major in Political Science,Government College For Women Bhagwati Nagar Jammu
1371,Bachelor of Social and Behavioural Science With Major in Political Science,Government College for Women Udhampur
1372,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Akhnoor
1373,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Bani
1374,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Banihal
1375,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Basohli
1376,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Batote
1377,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Bhaderwah
1378,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Bishnah
1379,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Budhal
1380,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Chenani
1381,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Dharmari
1382,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Doda
1383,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Dudu Basantgarh
1384,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College for Women Kathua
1385,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Hiranagar
1386,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Jindrah
1387,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Jourian
1388,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Kakryal Katra
1389,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Kalakote
1390,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Kastigarh
1391,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Kathua
1392,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Khour
1393,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Kilhotran
1394,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Kishtwar
1395,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Mahanpur
1396,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Majalta
1397,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Marheen
1398,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Mendhar
1399,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Nagrota
1400,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Neeli Nallah Udhampur
1401,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Nowshera
1402,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Paloura
1403,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Peeri Kotranka
1404,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Pouni
1405,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Purmandal
1406,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College R S Pura
1407,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Ramban
1408,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Ramgarh
1409,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Ramkote
1410,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Ramnagar
1411,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Sainik Colony Kunjwani
1412,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Sarh Bagga Mahore
1413,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Sidhra
1414,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Sunderbani
1415,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Surankote
1416,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Thanamandi
1417,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Thathri
1418,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Udhampur
1419,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Ukhral
1420,Bachelor of Social and Behavioural Science With Major in Political Science,Government Degree College Vijaypur
1421,Bachelor of Social and Behavioural Science With Major in Political Science,Government General Zorawar Singh Memorial Degree College Reasi.
1422,Bachelor of Social and Behavioural Science With Major in Political Science,Government PG College Rajouri
1423,Bachelor of Social and Behavioural Science With Major in Political Science,Govt. Degree College Gool
1424,Bachelor of Social and Behavioural Science With Major in Political Science,Pt Premnath Dogra GDC Samba
1425,Bachelor of Social and Behavioural Science With Major in Political Science,Shri Kishan Chander Government Degree College Poonch
1426,Bachelor of Social and Behavioural Science With Major in Psychology,Government Degree College Billawar
1427,Bachelor of Social and Behavioural Science With Major in Psychology,Government Degree College Kathua
1428,Bachelor of Social and Behavioural Science With Major in Psychology,Government Degree College Ramnagar
1429,Bachelor of Social and Behavioural Science With Major in Psychology,Government Degree College Udhampur
1430,Bachelor of Social and Behavioural Science With Major in Psychology,Government General Zorawar Singh Memorial Degree College Reasi.
1431,Bachelor of Social and Behavioural Science With Major in Public Administration,Government Degree College Doda
1432,Bachelor of Social and Behavioural Science With Major in Public Administration,Government Degree College for Women Kathua
1433,Bachelor of Social and Behavioural Science With Major in Public Administration,Government Degree College Udhampur
1434,Bachelor of Social and Behavioural Science With Major in Sociology,Government College For Women Bhagwati Nagar Jammu
1435,Bachelor of Social and Behavioural Science With Major in Sociology,Government College for Women Udhampur
1436,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Akhnoor
1437,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Bani
1438,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Batote
1439,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Bhaderwah
1440,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Budhal
1441,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Darhal
1442,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Dharmari
1443,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Doda
1444,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College for Women Kathua
1445,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Ghagwal
1446,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Hiranagar
1447,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Jourian
1448,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Kakryal Katra
1449,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Kalakote
1450,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Kathua
1451,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Kilhotran
1452,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Kishtwar
1453,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Mahanpur
1454,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Mandi
1455,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Marh
1456,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Marheen
1457,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Mendhar
1458,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Nagrota
1459,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Neeli Nallah Udhampur
1460,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Nowshera
1461,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Paloura
1462,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Peeri Kotranka
1463,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Pouni
1464,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Purmandal
1465,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College R S Pura
1466,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Ramban
1467,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Ramgarh
1468,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Ramkote
1469,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Ramnagar
1470,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Sarh Bagga Mahore
1471,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Sidhra
1472,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Sunderbani
1473,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Surankote
1474,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Thathri
1475,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Udhampur
1476,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Ukhral
1477,Bachelor of Social and Behavioural Science With Major in Sociology,Government Degree College Vijaypur
1478,Bachelor of Social and Behavioural Science With Major in Sociology,Government General Zorawar Singh Memorial Degree College Reasi.
1479,Bachelor of Social and Behavioural Science With Major in Sociology,Government PG College Rajouri
1480,Bachelor of Social and Behavioural Science With Major in Sociology,Govt Degree College Padder
1481,Bachelor of Social and Behavioural Science With Major in Sociology,Pt Premnath Dogra GDC Samba
1482,Bachelor of Social and Behavioural Science With Major in Sociology,Shri Kishan Chander Government Degree College Poonch
1483,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Bijbahera
1484,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Anantnag
1485,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Women College Anantnag
1486,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Dooru Kashmir
1487,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Mattan
1488,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
1489,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Sumbal
1490,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Sopore
1491,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Uri
1492,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Govternment Degree College Beerwah
1493,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
1494,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Chadoora
1495,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Magam
1496,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Ganderbal
1497,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College D H Pora
1498,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Qazigund
1499,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Handwara
1500,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Kupwara
1501,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Pampore
1502,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Pulwama
1503,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College For Women Pulwama Kashmir.
1504,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Tral
1505,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Degree College Shopian
1506,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Gandhi Memorial College Srinagar
1507,BACHELORS (HONOURS) WITH ACCOUNTING & TAXATION (COMMERCE) AS MAJOR,Government Women College Nawakadal Srinagar
1508,BACHELORS (HONOURS) WITH ANTHROPOLOGY AS MAJOR,Government Degree College Bijbahera
1509,BACHELORS (HONOURS) WITH ANTHROPOLOGY AS MAJOR,Government Degree College Sopore
1510,BACHELORS (HONOURS) WITH ANTHROPOLOGY AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
1511,BACHELORS (HONOURS) WITH ANTHROPOLOGY AS MAJOR,Government Degree College Ganderbal
1512,BACHELORS (HONOURS) WITH ANTHROPOLOGY AS MAJOR,Government Degree College Kulgam
1513,BACHELORS (HONOURS) WITH ANTHROPOLOGY AS MAJOR,Government Degree College Handwara
1514,BACHELORS (HONOURS) WITH ANTHROPOLOGY AS MAJOR,Government Degree College Shopian
1515,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Bijbahera
1516,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Women College Anantnag
1517,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Uttersoo
1518,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Vailoo Larnoo
1519,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Hajin
1520,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Women College Baramulla
1521,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Bomai
1522,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Sopore
1523,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Women College Sopore
1524,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Uri
1525,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Govternment Degree College Beerwah
1526,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Charar i Sharief
1527,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College KhanSahib Budgam
1528,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Magam
1529,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Ganderbal
1530,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Killam
1531,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Kulgam
1532,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Handwara
1533,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Kupwara
1534,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Tangdar Kupwara Kashmir
1535,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Pampore
1536,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Pulwama
1537,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College For Women Pulwama Kashmir.
1538,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Tral
1539,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Degree College Shopian
1540,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Government Women College Nawakadal Srinagar
1541,BACHELORS (HONOURS) WITH ARABIC LITERATURE AS MAJOR,Srinagar Women’s College Zakura
1542,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Anantnag
1543,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Women College Anantnag
1544,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Dooru Kashmir
1545,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
1546,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Sumbal
1547,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Sopore
1548,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Kulgam
1549,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Handwara
1550,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Kupwara
1551,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Pulwama
1552,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Tral
1553,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Degree College Shopian
1554,BACHELORS (HONOURS) WITH BIO-CHEMISTRY AS MAJOR,Government Women College Nawakadal Srinagar
1555,BACHELORS (HONOURS) WITH BIO-RESOURCES AS MAJOR,Government Degree College Bijbahera
1556,BACHELORS (HONOURS) WITH BIO-RESOURCES AS MAJOR,Government Degree College Sopore
1557,BACHELORS (HONOURS) WITH BIO-RESOURCES AS MAJOR,Government Degree College For Women Pulwama Kashmir.
1558,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Degree College Anantnag
1559,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Women College Anantnag
1560,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Degree College Sumbal
1561,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Degree College Sopore
1562,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Govternment Degree College Beerwah
1563,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Degree College Handwara
1564,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Degree College Pulwama
1565,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Degree College For Women Pulwama Kashmir.
1566,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Degree College Shopian
1567,BACHELORS (HONOURS) WITH BIO-TECHNOLOGY AS MAJOR,Government Women College Nawakadal Srinagar
1568,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Bijbahera
1569,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Anantnag
1570,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Women College Anantnag
1571,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Dooru Kashmir
1572,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Kokernag
1573,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Uttersoo
1574,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Hassan Khoyihami Memorial Degree College Bandipora
1575,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Gurez
1576,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Sumbal
1577,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Women College Baramulla
1578,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Bomai
1579,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Pattan
1580,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Sopore
1581,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Women College Sopore
1582,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Tangmarg
1583,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Uri
1584,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Govternment Degree College Beerwah
1585,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Sheikh ul Alam Memorial Degree College Budgam.
1586,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Charar i Sharief
1587,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College KhanSahib Budgam
1588,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Ganderbal
1589,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Killam
1590,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Kulgam
1591,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Handwara
1592,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Kupwara
1593,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Women College Kupwara
1594,BACHELORS (HONOURS) WITH BOTANY AS MAJOR,Government Degree College Sogam
